,beer/name,beer/beerId,beer/brewerId,beer/ABV,beer/style,review/appearance,review/aroma,review/palate,review/taste,review/overall,review/time,review/profileName,review/text
521,Caldera IPA,10784,1075,6.1,American IPA,4,4.5,4,4,4.5,1247879445,jackorain,"Poured a bright golden copper color, nearly clear. Bright, stark white head with decent retention and good lace.		Great pine and grapefruit hop aroma. Some caramel and biscuit malts come in, in the middle.		Great pine and grapefruit hop flavor hits right up front. Slightly sweet caramel malt in the middle. This is followed up by a nive tropical fruit hop flavor, pineapple, papaya and mango. The finish is a long bitterness reminiscent of grapefruit zest with a touch of pith.		Medium body, nice carbonation, tingly and slightly creamy at the same time.		I could drink several of these. It is a very fine IPA.		Thanks For Reading"
522,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,4,3.5,3.5,1247702251,BeerBelcher,"This beer struck me as a very malt-forward IPA; lots of caramel was evident from start to finish in both its aroma and flavor. Even it's color, in a different sense, could be described as caramel. It was a pretty good beer, but I prefer my IPAs to be a little more hop dominant, and a little less malty. I enjoyed it, but I didn't think it was anything to write home about.		Color was a dark rich amber color, with a good amount of head. Aroma was malt first, with lots of caramel notes and some hoppiness. Flavor was exceedingly balanced, more like an amber ale than an IPA, with the hops just barely peeking out from behind more caramel flavor. Mouthfeel was light, crisp, and pleasant. Quite a satisfying beer, but it didn't really scratch my itch for hops.		A huge thank you to JaBier for gifting me a can of this beer; otherwise I probably never would have tried it."
523,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,4,4.5,4.5,1247548071,czechsaaz,"Lots of hop aroma. Mostly citrus but I get some woody variety too. There's a caramel malt underneath with a hint of esters but it's pretty much hops.		Nice orange color and very clear. Started out with a big off-white head that fades immediately to a little layer of wispy foam over the top of my glass.		Very pleasant right off. It started out very bitter with citrus hop oils but there's a solid caramel malt flavor that fights through. Each sip has a great bitter/sweet interplay of hops and malt. I get a hint of roast malt in the aftertaste but then there's a lingering hop bitterness. 		Nice full body with a creamy carbonation level.		Good stuff in a can. A nice well balanced IPA."
524,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,4,3.5,4,1247427830,meatyard,"Pours out a clear, amber/orange with a 2-finger, thick, white head that leaves moderate, splotchy lacing.	The smell is both fruity and malty, malt dominates.	Taste is fruity, citrus hops up front then overtaken by a strong malt flavor and finishes with bitterness.	Mouthfeel is medium, well-carbonated at first but low later.	Drinkability is fine. I like it and many of those who like IPAs will also."
525,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4.5,4.5,1246837454,PDXHops,"12 oz can, poured into a tulip.		Body is a bright see-thru amber orange with a finger of pretty fluffy off-white head. Visible stream of constant carbonation up the middle of the tulip. Retention and lacing are good		Smells tasty. Fresh squeezed OJ and grapefruit juice up front with pine in the background. Some caramel maltiness, but not enough to obscure the hops.		Really nice flavor profile. The fresh orange and grapefruity from the nose carries over and is joined by a bit of pineapple. The sweet malt backbone is fairly substantial up front, yet there's a toasty element to it as well. Steadily dries out, and pine creeps back in for a puckery and spicy finish. 		Nice juicy mouthfeel. Medium yet fluffy body, moderate carbonation.		Overall impression: Excellent brew, another winner from Caldera."
526,Caldera IPA,10784,1075,6.1,American IPA,4,4,4.5,4,4.5,1246666482,tronester,"Pours a clear orange with a big tan head. Smells of citrus. Taste is very citrusy up front, with a nice caramel malt middle, and an herbal, smoky hop finish. Nice bitterness that clings to your tongue. Mouthfeel is smooth and creamy, nice low carbonation. Drinkability is great, several of these in a row wouldnt be difficult. A super choice for an IPA which conveniently comes in a can."
527,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4,4,1246392204,Seanibus,"Pours clear copper with a robust head and moderate lacing. The aroma is strong, immediately apparent from several feet away - malty and fairly conventional IPA aroma, perhaps a bit of Amarillo hops or something similar. The flavor is pleasant and grainy, with a sharp hop bitterness and a nutty, toasty edge. Again, this seems seems strongly suggestive of Amarillo, with a sharp orangy character, particularly of the bitterness, which seems like that dry, bitter character from Orange zest. The mouthfeel is smooth and clingy, leaving that citric bitterness firmly planted on teh tongue.		A good beer."
528,Caldera IPA,10784,1075,6.1,American IPA,4,4.5,4.5,4,4,1246326741,philbe311,"A - Big rocky batter like light tan head... Rich caramel color... Faint traces of slow to moderate paced carbonation... Loads of stickiness on the sides of the glass... 		S - Full and rich piney hop aroma up front... Sweet caramel and butter toffee... Quite inviting....		T - The hops are upfront and potent, but far from over powering... Mostly piney with trace amounts of grapefuit and sweet citrus... A dense malt backbone permeates throughout... Caramel... Toffee... Biscuit... A tad of honey... 		M - Medium bodied and fluffy... A lush creaminess... Just the slightest bit of carbonation on the tongue... A faint bitterness lingers throughout... 		D - Terrifically complexities and flavor, especially for the 6.1% ABV... A very underrated IPA..."
529,Caldera IPA,10784,1075,6.1,American IPA,4,4.5,3.5,4,3.5,1246257499,macktbone,"A- Nice bright red color with a pretty foamy head. Lace is allready showing off and trying to get me to take a sip before finishing the sentance.		S- Heavy citrus blend with a sweet finish. Smells like a much hoppier beer than an IPA.		T- Much maltier than the nose lets on, sweeter too. I taste a lot of grain and oils. Slightly buttery.		M- Truely a medium bodied sample. Not watery but definatley not full either.		D- Good pick up from the store as something new. Not something I would recommend to a friend as a must try, but a maybe try for those looking to try new IPAs.		Thanks Caldera...another decent brew from Oregon."
530,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4,4,1246219461,ckeegan04,"A - Clear, bright orangish-brown in color. Thick, foamy off-white head. Good retention and excellent lacing. Very active carbonation bubbles quickly rising to the top.		S - Strong, citrusy hop aroma domainates the nose. The malts do provide ample balance with a very bready and caramel laced sweetness. Primarily grapefruit with just a hint of tangerine in the nose.		T - Strong citrusy bitterness right off with lots of grapefruit especially. There is a strong sweetness as well mid-drink with a big caramel taste. Some candied fruit notes come in late before the drink finishes with a dominan citrusy bitterness. Another well crafted IPA from Oregon.		M/D - Medium bodied, a little sticky. Bitterness sticks with you long after the beer is gone. Good carbonation."
531,Caldera IPA,10784,1075,6.1,American IPA,4,4.5,4,4,4.5,1246156677,mikesgroove,"A huge thanks goes out to the awesome BA from the NW who sent me this as a kick ass extra. I had been wanting to try this for a while now. Served cold and poured into a pint glass, this one was consumed on 06/26/2009.		The pour was very nice. Deep amber in color with a nice clarity to it. A big head of white coming up and over the top and settling down with a good amount of side glass lacing. Big aroma of fresh hops on this one. Just a huge nose of grapefruit, pineapple and hints of orange peel. Deep and resionous, almost sticky just in the aroma. As the first sip hits, not as sharp and pungent as the aroma, but seriously this was a good IPA. Nice and tight with the fresh hops letting your lips stick to your teeth. Lots of pineapple and grapefruit leading the way but fading into a nice mid palate of buttery malts. Nice medium feel and an easy, very smooth sessionability.		Overall this was excellent. A very easy to drink, very nice and very hoppy west coast IPA. I would go for this one again any day!"
532,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4,4,1245731578,washburnkid,"My first beer from this brew...and what a goodie!		Over a finger of off-white head lingers over a translucent amber. The head lives a good amount of sticky lacing all over the glass. Aromas of floral and herbal hops with a sweet but bready maltiness as a distance backbone. Earthy notes in both the aroma and taste. Tons of bitter residuals linger on the palate, thanks in part to a medium mouthfeel. This is a delicious IPA, and I look forward to grabbing more cans from this brewery!"
533,Caldera IPA,10784,1075,6.1,American IPA,4,3,3,3.5,2,1245728825,Arbitrator,"Chilled can into a glass. An extra courtesy of bvc. Thanks!		A: Pours a clear amber body with active carbonation up the glass. Has an inch off-white head with good retention, and it leaves some spots of lacing down the glass. 		S: Citrus and pine hops, with a slight resiny and earthy/dirt/grass undercurrent to it that is a bit of a turnoff. 		T: As the nose suggests, the taste is dominated by citrus hops, with pine coming second. Caramel malt fleshes out the mid-taste, but toward the end, an earthy and grassy blend takes over and pulls throught into the aftertaste. There is a lingering resiny bitterness as a result. 		M: Sticky, with bitter resin coating the mouth. Sometimes I like this, but here it's too grassy and earthy to enjoy. 		D: I really wanted to try this, and I'm glad I did -- because I'm satisfied that I don't need to have it again. It's apparently pretty pricey, and there's nothing in here that justifies that to me."
534,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,3.5,3.5,4,1245721415,tempest,"Picked up a 6-pack at State Line in Maryland. Poured a golden amber with a good white head. This beer reminds me of Dale's Pale Ale, and not because of the can. There's a big punch of citrus and pine hops that's met (more so here than with Dale's) by a hit of caramel malt. Very drinkable and a tasty, more balanced IPA."
535,Caldera IPA,10784,1075,6.1,American IPA,4.5,5,4.5,5,5,1245540392,jfitzy78,"Light orange body under one finger slowly dissapating white head, exceptional lacing. Floral hops in the nose with light sweetness of malt, not too sweet. A very nice balance of grassy, grapefruit hops with delicate malty overtones on the taste buds. Nice carbonation in mouthfeel, and a very drinkable brew. A very pleasant surprise, looking forward to trying this in cans on a hot summer day."
536,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,3.5,4,4,1245118209,skrib09,"copper or amber in color. pretty clear with an off-white hop head forming on top.		smells of pine up front and a hit of citrus zest toward the back.		taste is refreshingly hopped. malty sweetness amongst the pine, resins, and citrus.		mouthfeel is crispy with a slight bite. definetly drinkable."
537,Caldera IPA,10784,1075,6.1,American IPA,4.5,4.5,4.5,4.5,4,1245014833,mcsquint,"Poured from 12 oz can into pint mug:	A - Dark golden amber in color. Clear, with nice 2 finger, off-white head. Excellent lacing on glass.	S - Citrus,pine, grassy, malty.	T - Golden malt at first; quickly followed by citrus and pine. Finishes fairly dry but leaves slight metallic aftertaste. 	M - Medium. Carbonation is very fine in character.	D - As big as this is on flavor, I would have thought the ABV would be more than 6.1%. It's very drinkable; but at @ $14.006 pack it will have to be an occasional treat."
538,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4,4,1245014092,Goliath,"Pours a clear amber color with a half inch, slightly off white head sitting on top. Good retention, and some spotty lace is present.		The aroma is pretty good. There's a nice hop presence which gives a really good dose of citrus. I don't have much else to say about it, but the nose is very pleasant.		The taste is decent. A nice hop presence gives a decent dose of citrus. There's a very nice bitterness on the finish. It is a pretty balanced IPA IMO. I get a good malt presence, kind of a raw grain feel. I think they use a very similar malt bill in their amber and pale. 		Mouthfeel is medium bodied and nicely carbonated with a very fine bubble. 		Drinkability is pretty high. The alcohol is easily managed and well incorporated into the beer. The flavor profile is pleasing as well making for an enjoyable experience."
539,Caldera IPA,10784,1075,6.1,American IPA,4.5,4,4.5,4,3.5,1244858084,erikm25,"A: Pours a dark golden orange with subtle amber tinting. Head is a huge off white bubble of fluff. Even with a careful pour the head rose up with a mighty fury. Retention is strong and the lacing coats around the glass. This is a great looking beer. 		S: Crisp with pine and lemon citrus hops. This is pure bitter hops with no real malt aromas to be found. Grapefruit and peppered orange slush. Spiced apples and limes. Hints of fresh herb and cannabis.		T: This is a juicy lemon crisp beer with black pepper finish. Solid hops taste that is strong but not overwhelming. Much like the nose this is crisp and refreshing tasting. Slight buttery malt backdrop but overall this is all about the hops. Leaves a strong bitter aftertaste that goes perfect with some spiced foods. 		M: Juicy with perfect carbonation. Sticks all around the mouth.		D: Since I have been in a can craft beer zone recently this psychedelic yellow six pack caught my attention. These drink quickly and easily. A little pricey at $10.99 a six but it ended up being a pretty good investment. Very impressive IPA. New Valis album goes well with a number of these."
540,Caldera IPA,10784,1075,6.1,American IPA,3.5,4,4,4,4,1323995849,Rhettroactive,"From 12oz can to Bruges hybrid glass on 11/20/11	*From notes		A: A lovely darker shade of amber-orange. A good pour yields a two finger head and decent lacing. From the looks of things, this is filtered.		S: Resinous, a bit dank and fruity.		T: Piney, yet there's some tropical fruit which kicks around the walls of my mouth. Golden toasted grains and some earthiness wrap things up.		M: Extremely creamy. It really feels luscious.		O: Caldera's IPA is yet another solid entry into one of my favorite styles. It ain't at the top of a prestigious list, but it's certainly one I've got qualms quaffing. This is one I've reached for before, and will again. If you see (fresh) cans of this, do yourself a favor and check it out."
541,Caldera IPA,10784,1075,6.1,American IPA,4,4.5,2.5,3,3.5,1323921048,HosP,"Got this as an extra from Rhettroactive. Thanks buddy!		A- Pours nice deep golden shade. Bubbly white head, clings to the edge of the glass with bits of lace sticking.		S- Big burst of orange and mango aromas. Tough to even pick anything out over the great smells coming from it. A little sweet malt at the end. 		T- Not what I was expecting after the nose. Some citrus hop flavors up front but very subdued. Sweet malts quickly take over and mix into a sweet almost tangy taste. Where did all the juicy hop flavors I thought were coming go to?		M- Lighter side of medium body. Little carbonation. Very mild bitterness. Kind of metallic after taste.		O- It started off so great. Fizzled out with the mediocre taste. Was really wanting big juicy hop flavors, but just weren't there. Thanks for the try Rhett!!"
542,Caldera IPA,10784,1075,6.1,American IPA,3.5,3.5,3.5,3.5,3.5,1323188620,TheGordianKnot,"Thanks to robbrandes got this extra. Poured into tulip glass...		A- Dark for an IPA. Bronze/copper color with a rocky pale cream head. Sticky lacing remains on the glass and is slowly revealed as the head sinks into the beer.		S- Citrus forward. Lemons and limes, fruit Smarties, and grapefruit. Aroma is a little lighter than I remember, and not much malt behind the hops in nose.		T/M- A slight chalkiness upfront on the flavor before the citrus comes through. Grapefruit and grapes pop prominently. Bitterness is all on the finish, with a nice moderate IBU level that could be about 10-15 higher per my preference. Alcohol announces it's presence, but not over powering. Body is medium, leaning towards heavy. Carbonation is fairly low, leaving this slick and borderline slimy in the mouth.		O- I like this beer now, but I love it when I get it at the bar and don't analyze it as much. Has solid properties, but nothing that makes it stand out against other competitors. Above average, but it gets pushed aside at it's price when Sweetwater, Yazoo, and others are on the same shelf..."
543,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,4,4,4,1322691877,comfortablynumb1,"12oz can into The Bruery snifter...		Really like the can on this one. Has a psychedelic feel to it with all the bright colors...		A - Pours copper with a two finger off white head that dissipates at a fairly hasty pace. There is some sticky lacing that coats the glass...		S - Pretty docile. Citrus hops, and a hint of caramel...		T - Caramel up front followed by grapefruit, and a hint of orange. Finishes with a smooth hop bitterness. Abv is well hidden...		M - Medium bodied with a decent amount of carbonation. Super smooth...		O - This one isn't overly complex, or a hop bomb, but it is a smooth well balanced brew. Definitely a solid session beer, and something I will be drinking again in the near future...		Cheers..."
544,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4.5,4,1321574120,tdm168,"Pours a hazy orangish amber with 1/4"" of dense, foamy, white head that has great retention. The nose has notes of bready malt, pineapple, and grapefruit with a faint flora aroma. The taste is bready and malty up front with a nice blend of hop characters ranging from pineapple, grapefruit-citrus, and faint pine. The flavors are very well blended. The mouthfeel is medium bodied, well carbonated, and very refreshing.		This is delicious and very easily drinkable. I could put away a lot of these especially since the bitterness from the hops isn't overpowering like in some IPAs so no diminishing returns here."
545,Caldera IPA,10784,1075,6.1,American IPA,3.5,4,4,3.5,3,1320902822,Teleweizen2,"A - hazey orange in color with a rocky white head which quickly dissipates to a thin film.		S - the nose is rich with hops. piney and fruity. sweet caramel malt notes and some cherry esters. 		T - clean, lightly sweet malt upfront followed by some piney bitterness and a long cherry/sweetish finish. 		M - smooth, creamy, a touch watery and a full zippy carbonation. 		O - nice IPA with lots of piney notes but could've had a bit more bitterness on the tongue."
546,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,4,3.5,4,1320248628,ColForbinBC,"12oz can poured into a pint		An amber colored body with some orange highlights. A firm two finger cap with very good retention and sticky lace all over the glass.		The aroma is bright. Ruby red grapefruit, pine resin and floral hops on top of a sweet caramel malt bed. Slightly more hop forward than malt forward on the nose.		A little bit more of a balance here. It's like east coast meets west coast in one can. Big grapefruit and pine with sturdy caramel holding down the back end.		Sticky and resiny on the feel, medium body with good carbonation.		This guy has some nice attributes. Some bold hop flavors and aromas, but they strike a good balance with the malt."
547,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,4,4,4,1319855053,bosox941827,"Picked this one up at the Beer Dispensary in Apex, NC - only place in this area that sells it. Poured into a 0.5L Ayinger glass (""Echte Bierkultur Geniessen"") from a 12oz. can. Had a sip of this one golfing and had to give it a proper review.	A - nice, slightly hazy dark orange/amber color. A nice rocky head forms off the pour and a thin layer clings to the glass and hangs around all the way down.	S - Nice hoppy nose off this one, with some maltiness mixed in.	T - Funny how your brain needs to adjust when drinking out of a can; first sip of this was during a round of golf, right out of the can and my first thought was, ""wow, this is GOOD beer"" because you're expecting something thin and watered down. A ""proper"" tasting confirms my first sip; poured into a glass, this is a damn good, drinkable IPA. Nice hint of sweetness up front which is quickly run over by a nice rindy, bittery-y flavor which hangs around on the tongue for quite a while between sips. 	M - This drinks pretty smooth; carbonation is pretty low but the bitterness hangs around for a while (in a good way). 	Damn solid IPA; highly recommend grabbing it if you spot it somewhere (especially you East Coasters)."
548,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,3.5,4,4,1319673471,doopydoogle,"A- Good copper amber with a head that lingers.		S - Pine, tropical fruit, and caramely malt		T - A balanced IPA. The hops give it a good fruity and bitter punch, but the caramel malts really give the most character and are present and linger throughout the whole experience.		M - Decent carbonation, not too carbonated, and smooth mouthfeel.		O - A highly sessionable and pleasant IPA!"
549,Caldera IPA,10784,1075,6.1,American IPA,4.5,4,4,4.5,4,1319241322,wedge,"Slightly hazed orange-amber with a towering head of persistent, lumpy foam. Sugary citrus zestiness, green pine, and a crackery/doughy note in the nose. Very smooth hoppy flavor. It doesn't smack you in the face with any sort of brashness, just lovely fresh hops...orange and pine (definitely some Simcoe in there) with a gradualy increasing bitterness that tends to stick to the inside of the mouth. Not particularly ""bright"", it leans more towards the dark and dank side with just the right amount of malty sweetness and a touch of honey. Medium bodied, oily, and bitter. Very nice!"
550,Caldera IPA,10784,1075,6.1,American IPA,4.5,4,3,3.5,3,1244808633,Risser09,"12 oz can poured into a goblet - fridge - 2009		Appearance: Pours a golden orange color with well, orange highlights .The head soars to 3"" and has an ivory hue to it. It shows great retention and tons of foamy lace gets left behind on the glass. Tons.		Smell: Piney and citrusy hops are strong. It smells like Centennial or nugget hops. It's hard to discern the malts that are lying behind the hops. Very fresh, especially from a can. No metal aromas!		Taste: King of mineral and earthy, doesn't really live up to the aroma. Still quite tasty though.		Mouthfeel: Bitter, earthy, yeasty and a little boozy. Lingering bitterness.		Drinkability: A good IPA. Not good, but very drinkable and worthy of a sample. I would revisit."
551,Caldera IPA,10784,1075,6.1,American IPA,4,4,4.5,4,4.5,1244683205,errantnight,"Pours a nice orange/copper/goldish-amber with a finger or two of creamy head into a tumbler.		Lively aromas of citrus and pine with a bit of toast and caramel coming through.		Well balanced, juicy, sweet middle with a dry finish. A west coast by way of the east coast IPA. Caramel and toasted notes balancing resiny hop flavors... but the bulk of the flavor is hop.		Creamy with a nice lift to it.		One of those IPAs that always seems greater than the sum of its parts. Everything is good, but it's not a true hop explosion that really gets me excited. On the other hand, this is a truly drinkable and enjoyable IPA. If this were my local, I'd have a sixer of this around a lot of the time.		Thanks, Wackyfoot."
552,Caldera IPA,10784,1075,6.1,American IPA,5,3.5,3.5,4,4,1244051763,wnh,"12 oz. can poured into a pint glass.		Pours a bright, crisp orange-tinted amber. Huge (two to three finger) rocky, foamy, off-white head that's taking it's time diminishing.		Nose is a pleasant balance of citrus and pine, both sweet and earthy at once. The hops are clear, but frankly are less enticing that it seems they ought to be. Nothing about how this beer smells turns me away, but there's not much to really draw me in.		Caldera IPA is surprisingly mild on first sip, with the pine and citrus hop balance eventually coming through. Relatively subtle but clear bitterness complements the beer without overtaking it. Pleasant lingering mild bitterness in the finish, with an overall sense of earthiness.		Light to medium bodied, leaning toward light. Slight drying effect makes me want another sip. A solid, drinkable beer, and the light body actually boosts the drinkability rating. Still, for $14.99 a six-pack I'll gladly stick with something else. This is a good IPA, but not good enough to command such a price."
553,Caldera IPA,10784,1075,6.1,American IPA,3.5,4,3.5,4.5,3.5,1243717445,stephens101,"Deep dark orange in color with a one-finger tan head which lingers a second then drops away leaving a few small specks of lace. Sweet malts and oily hops rise pleasantly to the nose. Some subtle pine is mixed in. Tastes of bright fresh citrusy hops and the malt backbone does it's job evening things out well. Not as big on the hops as many other IPA's, but being that it comes in the can this one begs to be taken to the lake or to the beach as it has just enough taste to keep things interesting, and the fact that it's in a can is fookin' cool."
554,Caldera IPA,10784,1075,6.1,American IPA,3.5,3.5,4,4.5,4,1243124566,akorsak,"A 12 oz can from Liquid Solutions.		A: The IPA is a full amber color, a mixture of brown and yellow that results in an dull orange hue. A luxurious head of nearly two fingers has laced in spades.		S: The aroma is strong, even fresh out of the can. Thick grapefruit and pine notes battle to attention. An odd malt aroma, very vegetal and regurgitated. It tempers the beauty of the hops.		T: This is an IPA that fires on all cylinders. The hops are fresh, loaded with citrus and pine flavor. The bitterness is fairly low but it is there, lingering below the surface. The caramel grains stand out, pairing nicely with the hops.		M: The IPA really hits the spot with a large hop profile that bites as it soothes. A good beer that screams West coast IPA.		D: A very quaffable ale that doesn't skimp on the hops. Too bad the nose was a little offputting."
555,Caldera IPA,10784,1075,6.1,American IPA,4,5,4,3,3,1243102194,madtappers,"one word WOW! this has to be one of the hoppiest beers I've ever had, the hop profile is well preseved inside its 12 oz can.		Pours a warm copper color with a huge floral aroma of hops. I would say the freshness of the hops makes it almost over hopped and hard to drink. But, it is a must for any hop head to try.		Not your average canned beer...try one you love it or hate it..."
556,Caldera IPA,10784,1075,6.1,American IPA,4,4,4.5,4.5,4,1242961700,dukew456,"Poured from a 12 oz can into my Lazy Magnolia glass.		Pours a hazy amber with golden tones on the side of the glass. A nice billowy, two-finger head forms,(and sticks around) possibly the result of a forced hard-pour from the can.		A big dose of piney, earthy hops hits hard up front in the nose. The resiny qualities of the aroma subside after a bit, and a sweet malt backbone comes through towards the end. 		Up front, this beer has a very bitter, resiny hop thwack, as much as several ""DIPA's"" I've had. There's also a fruitiness from the hops that complements the sweet malt backbone very well, as well as helping this be a very balanced beer. Moderate carbonation makes this medium-light on the palate and refreshing.		Solid West Coast IPA, and probably the coolest looking can on the market."
557,Caldera IPA,10784,1075,6.1,American IPA,4,4.5,4,4,4,1242846863,sholland119,"A-Pours a clear gold with a thin white head and really good retention.		S-Plentiful grapefruit hops with a solid malt backbone.		T-Does not live up to the promise of the nose but still pleasant. Sweet malt in the front with a solid earthy hop finish.		M-Medium bodied with light to medium carbonation.		D-Nicely drinkable.		HV"
558,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4.5,4,1242592642,beer2day,"Pours orange-gold with a two-finger head. Decent retention. Nice lacing. Nice carbonation.		Nice pine aroma. Some grapefruit-pineapple to the nose as well but mainly pine.		Very nice flavor. Slightly roasted dry finish with just a twinge of fruitiness. Excellent bitters all the way through. Slightly thin feel, though.		Overall, very nice."
559,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4,4.5,1241873726,zeff80,"A - Poured out a slightly hazy, auburn/amber color with a thick, foamy, tan, two-finger head. It left some nice lace.		S - It smelled of tons of pine. Sweet notes of grapefruit and orange peel.		T - It was very peppery and spicy with a smooth burnt toast maltiness. Some subtle citrus flavors, too.		M - It was crisp and sharp. A light to medium-bodied beer.		D - This is a pretty good IPA. Here in the Midwest the price tag was a bit high, though."
560,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4,4,1241160146,HairOfTh3Dog,"As far as the look goes on this one, it looks kinda copper as I stare down into the can. Its a caldera baby, celebrate the can and drink from it.		This is a nice smelling ipa, moderate amount of pine, and citrus. Smells like cascade hops.		As far as taste its not scrape your tongue hoppy, but it is definitely flavorful. Has the bitterness in the corners of your mouth feeling. Its piney and floral.		Mouthfeel is bubbly and a bit dry.		Overall a very well rounded session ipa."
561,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4,4.5,1240794560,dirtylou,"12oz single, shipped by blackistopheles		served appropriately with dinner		appearance: cool can. poured into an imperial pint glass, light copper-amber body with a foamy beige cap and pretty strong lacing. somewhat cloudy		smell: light citrus, floral hops, grapefruit and light pine		taste: pretty good canned IPA that i would definitely purchase if it were available (good canned beers are quite valuable for the baseball and football seasons). this one is a modest but very pleasant ipa - quiet floral, fading hops, grapefruit, tea, caramel malt base		mouthfeel: light bitterness, medium body, no alcohol to be found		drinkability: good"
562,Caldera IPA,10784,1075,6.1,American IPA,4.5,4,4,4,4.5,1240714040,naterock,"poured into a tulip from a can with a two finger head and a deep copperish golden color with a slight reddish hue. 		smells like a slight twinge of alcohol and a floral yet citrusy hop aroma. and a sugary sweet malt backbone.		Taste is bitterup front with a citrusy tongue with a sweet malt finish. relly quite impresive for my first craft beer from a can. super complex and tasty as hell.		Mouth is suprisingly clean with a bite in the front. drinks moderately and really suprised me. For the cost I can't say it's worth it. 14.99 a six pack is steep for this one but it is a damn fine beer."
563,Caldera IPA,10784,1075,6.1,American IPA,4.5,4,4,4.5,4.5,1240713647,SpecialK088,"Poured from a can into a a Chouffe Flute		A-Very deep nice amber/dark copper laces thick and sticky down the glass, very sexy looking in the glass.		S-very floral bitter hop smell. Grapefruit notes very citrusy.		T-Much like the nose great bitterness in the front middle and back. Has a nice sweet malt quality in the middle, almost like a sweeter orange flavor very subtle but adds alot.		M-Medium body near perfect on the carbonation.		D-Only reason this is not a 5 is the price everything else about this beer on this section is flawless."
564,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4,4.5,1240592562,jdense,"On tap at the EOU faculty lounge in The Big.		Light orange body under one finger slowly dissapating white head, exceptional lacing. Floral hops in the nose with light sweetness of malt, not too sweet. A very nice balance of grassy, grapefruit hops with delicate malty overtones on the taste buds. Nice carbonation in mouthfeel, and a very drinkable brew. A very pleasant surprise, looking forward to trying this in cans on a hot summer day."
565,Caldera IPA,10784,1075,6.1,American IPA,5,5,4.5,5,4.5,1239571332,dakid618,Great looking 12oz can poured into pint glass. Pours a golden amber color with tons of frothy head and gobs of lacing on the sides of the glass. Very piney hoppy smell. Taste is a slap in the tongue with pine followed by orange citrus. Amazing hop profile on par with super hopped double/imperial IPA's. Light dry mouthfeel that really dries out your mouth. Great drinkability hindered only by the hop blast that will quickly leave your taste buds dulled. Overall this is an amazing IPA that blows my mind every time I drink it.
566,Caldera IPA,10784,1075,6.1,American IPA,4,3.5,3.5,4,3.5,1239324913,Kraken,"Reviewed 4/9/09		Ohh Baby!! Love reviewing canned beer. I have been looking forward to this one for about a week now.		Poured from a bright yellow can into a 16ox pint glass. Firm pour yields a 1/8 inch head that holds for a while. Lacing is pretty good. Color is a caramel/copper amber.		Nose- Deep pine, and Floral citrus, orange, some lemon and grapefruit. Gooey caramel.		Taste- Whoa, very nice. Lots of pine. Smooth caramel. Bitter pithy grapefruit, lemon zest. Some light sweetness. Grainy smoothness. Pronounced bitterness. Finishes with some nice floral citrus, lots of candied orange. Very nice.		Mouthfeel- active, slightly oily.		Drinkability- Good. Very hoppy. I love canned beer."
567,Caldera IPA,10784,1075,6.1,American IPA,4,4,4,4.5,4,1239073434,Tone,"Pours a clear, amber color. 1/2 inch head of an off-white color. Great retention and great lacing. Smells of strong hops and slight earthy malt. Fits the style of an American IPA. Mouth feel is smooth and crisp with a high carbonation level. Tastes of strong hops, some sweet malt, and some earthy malt. Overall, a very tasty IPA and by far the best beer I've ever had from a can. This was practically mind blowing for me to really enjoy a canned beer. Definitely worth a try!"
568,Caldera IPA,10784,1075,6.1,American IPA,4,4.5,3.5,4,4.5,1238797238,Monkeyknife,"Poured from the can a slightly-hazed amber gold with a huge frothy off-white head. 		Juicy aroma of grapefruit and pine hops and sweet, bready malts.		Hoppy bitterness upfront with the grapefruit and pine. Sweet malts and caramel offer a good balance.		Lighter bodied, crisp and dry, with a moderate carbonation.		A super sessionable and flavorful IPA from Caldera. A bit steep at $12 a sixer, but then again, I'd much rather have one of these outdoors than most other options."
